INDEX,NAME,SHIRTNAME,JAPANESE PLAYER NAME,SPACING,COMMENTARY,AGE,NATIONALITY,FOOT,WEIGHT,HEIGHT,FORM,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,INJURY TOLERANCE,GROWTH TYPE,MARKET PRICE,GK 0,SW 1,CB 2,LB 3,RB 4,DMF 5,CMF 6,LMF 7,RMF 8,AMF 9,LWF 10,RWF 11,SS 12,CF 13,POSITION,ATTACK,DEFENCE,HEADER ACCURACY,DRIBBLE ACCURACY,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,PLACE KICKING,SWERVE,BALL CONTROLL,GOAL KEEPING SKILLS,RESPONSE,EXPLOSIVE POWER,DRIBBLE SPEED,TOP SPEED,BODY BALANCE,STAMINA,KICKING POWER,JUMP,TENACITY,TEAMWORK,S01 1-TOUCH PLAY,S02 OUTSIDE CURVE,S03 LONG THROW,S04 SUPER-SUB,S05 SPEED MERCHANT,S06 LONG RANGE DRIVE,S07 SHOULDER FEINT SKILLS,S08 TURNING SKILLS,S09 ROULETTE SKILLS,S10 FLIP FLAP SKILLS,S11 FLICKING SKILLS,S12 SCISSORS SKILLS,S13 STEP ON SKILLS,S14 DEFT TOUCH SKILLS,S15 KNUCKLE SHOT,S16 JUMPING VOLLEY,S17 SCISSOR KICK,S18 HEEL FLICK,S19 WEIGHTED PASS,S20 DOUBLE TOUCH,S21 RUN AROUND,S22 SOMBRERO,S23 180 DRAG,S24 LUNGING TACKLE,S25 DIVING HEADER,S26 GK LONG THROW,P01 CLASSIC NO.10,P02 ANCHOR MAN,P03 TRICKSTER,P04 DARTING RUN,P05 MAZING RUN,P06 PINPOINT PASS,P07 EARLY CROSS,P08 BOX TO BOX,P09 INCISIVE RUN,P10 LONG RANGER,P11 ENFORCER,P12 GOAL POACHER,P13 DUMMY RUNNER,P14 FREE ROAMING,P15 TALISMAN,P16 FOX IN THE BOX,P17 OFFENSIVE SIDEBACK,P18 TRACK BACK,ATTACK AWARENESS,DEFENCE AWARENESS,SKIN COLOR,SKIN TEXTURE,FACE MODE,LINKED FACE,FACE SLOT,LINKED HAIR,HAIR SLOT,BOOTS,UNTUCKED SHIRT,TIGHT KIT,GLOVES,DRIBBLE STYLE,FREE KICK STYLE,PENALTY KICK STYLE,DROP KICK STYLE,GOAL CELEBRATION STYLE #1,GOAL CELEBRATION STYLE #2,CLUB TEAM,NUMBER,NATIONAL TEAM
46012,Willian Alves,WILLIAN,ウィリアン,2,0,20,Brazil,R,78,183,4,5,5,A,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,69,34,72,73,69,67,68,68,72,63,59,73,50,71,74,74,78,80,74,76,79,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4212,23,0,0,0,1,1,1,1,0,0,博塔弗戈,18,
46013,Lucas Zen,LUCAS ZEN,ルーカス ゼン,2,0,21,Brazil,R,72,181,4,5,5,A,47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,DMF,58,65,68,74,73,73,71,69,64,66,63,75,50,72,75,70,74,72,76,76,73,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Default,0,131,0,4533,25,0,0,0,1,1,1,1,0,0,博塔弗戈,33,
46014,Somália,SOMALIA,ソマーリア,2,0,28,Brazil,R,74,180,4,5,5,A,3,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,CMF,65,65,68,73,74,74,72,73,63,60,61,74,50,73,73,72,76,77,77,76,75,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,1,Default,0,131,0,4506,20,0,0,0,1,1,1,1,0,0,庞特普雷塔,84,
46015,Caio Canedo,CAIO,カイオ,2,0,22,Brazil,R,67,176,4,5,5,A,58,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,SS,74,35,67,81,72,68,73,73,70,70,68,78,50,71,80,78,77,73,75,73,75,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4537,22,0,0,0,1,1,1,1,0,0,费古埃伦斯,23,
46017,Andrey,ANDREY,アンドレイ,2,0,19,Brazil,R,82,190,4,4,4,A,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,33,75,47,54,60,56,58,51,47,44,50,58,70,73,68,59,65,81,54,79,74,65,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,Default,0,131,0,4394,24,0,0,0,1,1,1,3,0,0,,7,
46018,Renan Lemos,RENAN,ヘナン レモス,2,0,19,Brazil,L,64,175,3,4,4,A,65,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,RB,64,59,68,72,69,69,72,72,62,59,56,74,50,72,76,75,77,68,78,71,74,63,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4539,21,0,0,0,1,1,1,1,0,0,,7,
46019,Brinner,BRINNER,ブリンネル,2,0,25,Brazil,R,78,189,5,5,5,A,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,53,74,79,68,66,71,73,70,58,55,53,69,50,72,70,65,76,83,75,80,79,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,Default,0,131,0,4403,26,0,0,0,1,1,1,1,0,0,博塔弗戈,13,
46020,Mateus,MATEUS,マテウス,2,0,21,Brazil,R,81,187,3,5,5,A,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,50,70,78,68,68,72,68,73,57,55,55,69,50,74,71,67,75,80,74,77,73,65,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4539,19,0,0,0,1,1,1,1,0,0,博塔弗戈,29,
46021,Gabriel Franco,GABRIEL,ガブリエウ,2,0,20,Brazil,R,69,172,3,5,5,A,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,CMF,66,61,66,78,78,70,76,71,65,63,66,80,50,73,78,74,75,70,78,73,72,63,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4214,19,0,0,0,1,1,1,1,0,0,博塔弗戈,27,
46022,Jéferson,JEFFERSON,ジェフェルソン,2,0,20,Brazil,L,76,173,4,4,4,A,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,AMF,66,44,65,74,73,68,73,70,65,74,74,75,50,73,76,76,77,74,75,71,72,62,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4435,59,0,0,0,1,1,1,1,0,0,博塔弗戈,24,
46023,Vitinho,VITINHO,ヴィチーニョ,2,0,18,Brazil,R,69,178,3,5,5,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,67,33,74,73,71,67,72,67,74,63,60,73,50,77,74,74,77,74,73,74,77,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,Default,0,131,0,4499,60,0,0,0,1,1,1,1,0,0,博塔弗戈,23,
46024,John Lennon,LENNON,レノン,2,0,20,Brazil,R,71,178,4,5,5,A,54,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,RB,65,58,66,76,66,69,67,70,59,61,60,73,50,68,79,79,81,71,77,74,78,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,Default,0,131,0,4324,22,0,0,0,1,1,1,1,0,0,博塔弗戈,15,
46025,Jádson Alves,JADSON,ジャジソン,2,0,19,Brazil,R,67,171,3,5,5,A,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DMF,61,64,68,73,76,71,73,68,63,66,66,78,50,74,78,70,75,70,79,72,74,65,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Default,0,131,0,4322,28,0,0,0,1,1,1,1,0,0,博塔弗戈,5,
46026,Danilinho,DANILINHO,ダニリーニョ,2,0,25,Brazil,R,67,164,4,5,5,A,3,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,SS,68,40,58,83,73,67,72,68,69,75,74,80,50,69,84,82,75,63,76,70,74,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4516,60,0,0,0,1,1,1,1,0,0,,7,
46027,Lucas Pierre,PIERRE,ピエヒ,2,0,30,Brazil,L,67,172,6,5,5,A,42,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,DMF,63,72,68,74,73,70,72,69,61,65,60,75,50,82,76,71,73,70,79,72,73,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,Default,0,131,0,4511,59,0,0,0,1,1,1,1,0,0,米内罗竞技,55,
46028,Réver,REVER,ヘヴェル,2,0,27,Brazil,R,84,192,5,5,5,A,57,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,CB,55,76,84,68,69,71,66,68,58,55,53,70,50,74,70,65,74,85,75,79,80,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,Default,0,131,0,4409,62,0,0,0,1,1,1,1,0,0,米内罗竞技,5,
46029,Marcos Rocha,MARCOS ROCHA,マルコス ホシャ,2,0,23,Brazil,R,68,176,5,5,5,A,65,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,RB,70,60,68,80,75,70,77,74,65,66,63,78,50,73,78,77,79,73,82,75,74,67,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4435,21,0,0,0,1,1,1,1,0,0,米内罗竞技,2,
46030,Serginho,SERGINHO,セルジーニョ ミネイロ,2,0,26,Brazil,R,70,178,5,5,5,A,90,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,CMF,68,68,69,75,75,71,73,73,66,60,63,76,50,75,75,78,79,74,79,75,73,70,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Default,0,131,0,4441,26,0,0,0,1,1,1,1,0,0,米内罗竞技,77,
46031,L. Donizete,L. DONIZETE,レアンドロ ドニゼッチ,2,0,30,Brazil,R,70,175,6,5,5,A,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DMF,63,71,71,73,74,71,72,68,61,65,60,75,50,83,78,70,74,73,81,73,73,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4533,23,0,0,0,1,1,1,1,0,0,米内罗竞技,8,
46032,Renan Ribeiro,RENAN RIBEIRO,ヘナン ヒベイロ,2,0,22,Brazil,R,84,184,4,4,4,A,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,76,50,55,57,55,60,60,45,48,43,55,76,85,72,58,70,80,55,76,81,69,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,Default,0,131,0,4504,18,0,0,0,1,1,1,1,0,0,米内罗竞技,30,
46033,Lee Winston,LEE,リー,2,0,24,Brazil,R,86,188,4,4,4,A,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,76,48,53,56,59,58,60,43,46,47,52,75,81,68,50,71,86,56,80,75,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,Default,0,131,0,4324,28,0,0,0,1,1,1,1,0,0,,7,
46034,Neto Berola,NETO BEROLA,ネト ベロラ,2,0,24,Brazil,R,66,171,4,5,5,A,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS,73,39,65,80,70,68,70,68,73,63,65,80,50,74,85,81,83,73,78,72,71,68,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4539,19,0,0,0,2,1,1,1,0,0,米内罗竞技,99,
46035,Giovanni,GIOVANNI,ジョバンニ,2,0,25,Brazil,R,83,191,5,4,4,A,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,79,50,56,60,58,63,65,45,49,44,54,79,85,68,52,73,86,59,78,80,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,Default,0,131,0,4322,26,0,0,0,1,1,1,3,0,0,米内罗竞技,1,
46036,Wesley Barbosa,WESLEY,ウェスレイ,2,0,30,Brazil,L,68,175,5,4,4,A,13,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,SS,74,38,65,82,75,70,77,76,76,68,73,80,50,72,81,80,79,71,75,76,71,68,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,Default,0,131,0,4213,19,0,0,0,1,1,1,1,0,0,戈雅尼恩斯竞技,10,
46037,Bernard,BERNARD,ベルナルジ,2,0,20,Brazil,R,52,167,4,5,5,A,3,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,AMF,75,35,63,86,76,69,73,68,73,72,72,83,50,70,89,84,76,66,74,74,75,64,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4375,60,0,0,0,2,1,1,1,0,0,米内罗竞技,11,
46038,Fillipe Soutto,FILLIPE SOUTTO,フィリピ ソウト,2,0,21,Brazil,L,77,177,5,4,3,A,56,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,CMF,69,61,66,76,81,69,82,69,66,74,80,78,50,77,74,74,75,72,77,73,71,68,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,Default,0,131,0,4322,24,0,0,0,1,1,1,1,0,0,米内罗竞技,25,
46039,Luiz Eduardo,LUIZ EDUARDO,ルイズ エドゥアルド,2,0,25,Brazil,L,83,191,4,4,4,A,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,52,72,79,69,71,70,70,73,57,58,55,68,50,76,71,70,71,82,74,74,74,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4539,21,0,0,0,1,1,1,1,0,0,米内罗竞技,21,
46040,Paulo Victor,PAULO VICTOR,パウロ ヴィクトル,2,0,20,Brazil,R,87,188,4,4,4,A,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,73,49,54,58,60,59,61,45,47,44,53,75,84,65,50,70,83,55,80,75,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4448,23,0,0,0,1,1,1,3,0,0,,7,
46041,Eron,ERON,エロン,2,0,20,Brazil,L,68,173,4,4,4,A,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,LB,65,55,66,75,66,66,68,72,61,65,60,73,50,67,81,83,82,68,77,74,80,63,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4394,22,0,0,0,1,1,1,1,0,0,戈雅尼恩斯竞技,6,
46042,F.Jackson,JACKSON,ジャクソン,2,0,25,Brazil,R,71,177,4,5,5,A,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,AMF,67,45,63,74,77,71,77,72,64,74,70,75,50,74,77,73,72,73,72,74,78,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4534,23,0,0,0,1,1,1,1,0,0,,7,
46043,Carlos César,CARLOS CESAR,カルロス セーザル,2,0,25,Brazil,R,71,174,4,5,5,A,53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,RB,66,66,70,72,74,73,72,67,59,60,63,73,50,71,75,76,79,71,77,76,74,68,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,Default,0,131,0,4394,23,0,0,0,1,1,1,1,0,0,米内罗竞技,26,
46044,Leleu,LELEU,レレウ,2,0,19,Brazil,L,68,171,4,3,3,A,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,AMF,67,42,65,80,74,72,74,75,73,72,73,79,50,73,80,71,71,66,74,74,75,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4534,18,0,0,0,1,1,1,1,0,0,米内罗竞技,17,
46045,Paulo Henrique,PAULO HENRIQUE,パウロ エンヒキ,2,0,19,Brazil,R,75,185,4,5,5,A,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,67,34,76,76,72,68,70,67,75,62,61,75,50,75,71,74,74,80,72,77,76,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4508,28,0,0,0,1,1,1,1,0,0,米内罗竞技,19,
46047,Mateus,MATEUS,マテウス,2,0,28,Brazil,L,82,191,5,4,4,A,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,53,74,78,68,73,75,74,72,66,63,60,70,50,70,69,65,75,83,76,82,72,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,Default,0,131,0,4213,24,0,0,0,1,1,1,1,0,0,克鲁塞罗,4,
46048,Thiago Carvalho,THIAGO CARVALHO,チアゴ カルヴァーリョ,2,0,24,Brazil,L,80,187,4,4,4,A,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CB,52,72,78,66,65,68,67,67,58,58,58,68,50,75,70,63,73,82,73,81,73,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,Default,0,131,0,4451,23,0,0,0,1,1,1,1,0,0,克鲁塞罗,3,
46049,élber,ELBER,エウベル,2,0,20,Brazil,R,65,170,4,5,5,A,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,AMF,68,44,65,80,75,68,71,67,66,71,69,80,50,73,79,76,80,71,76,71,72,66,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,Default,0,131,0,4499,60,0,0,0,2,1,1,1,0,0,克鲁塞罗,20,
46050,Axel,AXEL,アシェウ,2,0,21,Brazil,R,90,193,4,4,4,A,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,75,50,53,56,60,61,66,42,48,43,53,78,80,65,50,69,85,55,82,71,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,Default,0,131,0,4508,18,0,0,0,1,1,1,3,0,0,克鲁塞罗,22,
46057,B. Van Hintum,VAN HINTUM,ファン ヒントゥム,2,0,25,Netherlands,L,75,177,3,4,4,A,58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,LB,64,63,63,70,70,66,76,76,56,73,73,69,50,74,76,70,73,72,76,79,73,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,Default,0,131,0,4316,21,0,0,0,1,1,1,1,0,0,兹沃勒,5,
46061,J. Drost,DROST,イェスパー ドロスト,2,0,19,Netherlands,R,75,175,4,5,5,A,80,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,CMF,65,56,69,75,68,74,70,75,67,67,66,70,50,67,78,80,76,73,79,76,70,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4510,28,0,0,0,1,1,1,1,0,0,兹沃勒,11,
46062,M. Saymak,SAYMAK,サイマク,2,0,19,Netherlands,R,63,170,4,5,5,A,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,RWF,66,42,66,81,75,75,71,70,63,60,65,79,50,77,78,70,76,69,75,79,76,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,Default,0,131,0,4537,25,0,0,0,1,1,1,1,0,0,兹沃勒,20,
46063,S. Ijzerman,IJZERMAN,イゼルマン,2,0,20,Netherlands,R,71,175,4,5,5,A,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LB,64,65,70,65,66,67,71,70,63,61,60,67,50,66,80,70,75,73,82,72,79,61,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4490,23,0,0,0,1,1,1,1,0,0,兹沃勒,16,
46064,C. Cicek,CICEK,シチェク,2,0,23,Netherlands,R,81,185,5,5,5,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,71,42,73,77,75,69,66,66,72,56,50,70,50,78,68,75,72,78,76,78,75,61,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,Default,0,131,0,4415,26,0,0,0,1,1,1,1,0,0,兹沃勒,32,
46065,G. Hiwat,HIWAT,ヒワト,2,0,18,Netherlands,R,80,180,4,5,5,A,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RWF,67,41,66,75,69,68,72,76,69,62,62,75,50,69,71,71,78,70,79,73,70,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,Default,0,131,0,4212,21,0,0,0,1,1,1,1,0,0,,7,
46074,Claasen,CLAASEN,クラーセン,2,0,22,South Africa,R,66,176,4,5,5,A,53,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,CMF,66,55,68,76,72,71,70,70,74,72,70,72,50,80,73,81,73,68,78,76,72,67,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,Default,0,131,0,4321,59,0,0,0,1,1,1,1,0,0,,18,南非
46075,Sandilands,SANDILANDS,サンディランズ,2,0,29,South Africa,R,78,184,5,4,4,B,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,30,71,55,52,53,57,55,60,45,45,45,57,76,80,68,55,66,81,55,79,75,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Default,0,131,0,4532,24,0,0,0,1,1,1,1,0,0,,21,南非
46076,Masenamela,MASENAMELA,マセナメラ,2,0,25,South Africa,L,70,174,4,4,4,A,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LB,66,55,68,75,66,68,72,74,71,68,70,71,50,73,69,82,81,73,78,78,75,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,5,1,Default,0,131,0,4508,25,0,0,0,1,1,1,1,0,0,,15,南非
46077,Manyisa,MANYISA,マニーサ,2,0,24,South Africa,R,51,163,3,5,5,B,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CMF,64,61,65,81,70,73,72,72,64,66,64,78,50,75,82,78,74,63,76,66,70,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,Default,0,131,0,4362,19,0,0,0,1,1,1,1,0,0,,14,南非
